ID,Nume,Concurs,Profesor,grupa,dificultate,URL
421,cos,Finala .campion 2011,Prof. Emanuela Cerchez,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1301,
422,top,Şansa de a deveni campion 2002,Prof. Marinel Şerban,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=734,
423,volei,ONI 2009,Stud. Filip-Cristian Buruiană,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=169,
424,submatrix,.campion 2005,Prof. Emanuela Cerchez,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=450,
425,ed,.campion 2006,Prof. Emanuela Cerchez,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=296,
426,baschet1,ONI 2006,Prof. Ilie Vieru,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=777,
427,dreptunghiuri,ONI 2010,Prof. Marius Nicoli,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1102,
428,fluviu,.campion 2010,Prof. Marius Nicoli,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1191,
429,cifru3,Lot VN 2010,Prof. Carmen Popescu,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1131,
430,centru,Lot AB 2007,Adrian Vladu,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=632,
431,randomizare,Lot AB 2010,Andrei Paul Puni,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1154,
432,segm,.campion 2009,Prof. Emanuela Cerchez,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1060,
433,tom,.campion 2009,Prof. Marinel Şerban,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1006,
434,teanc,.campion 2007,Prof. Emanuela Cerchez,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=155,
435,jetoane,ONI 2004,Prof. Cristina Luca,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=993,
436,echipa,.campion 2010,Prof. Doru Popescu Anastasiu,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1183,
437,immortal,OJI 2010,Prof. Marinel Şerban,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1078,
438,popic,Finala .campion 2010,Prof. Dana Lica,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1122,
439,aritma,ONI 2005,Prof. Daniel Popa,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=646,
440,pikachu,ONI 2009,Stud. Andrei Grigorean,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=563,
441,termen,.campion 2007,Prof. Nistor-Eugen Moţ,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=241,
442,ants,Finala .campion 2006,Prof. Emanuela Cerchez,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=471,
443,cifre4,LOT SB 2011,Prof. Stelian Ciurea,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1315,
444,cifre2,OJI 2006,Prof. Daniel Popa,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=825,
445,origami,ONI 2009,Prof. Alin Burţa,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=174,
446,ceas,ONI 2007,Prof. Cristina Iordaiche,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=413,
447,jocprim,OMI Iaşi 2011,Prof. Oana Butnaraşu,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1204,
448,covor,.campion 2010,Prof. Doru Popescu Anastasiu,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1207,
449,tango,ONI 2010,Prof. Csaba Pătcaş,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1113,
450,xor2,ONI 2010,Stud. Filip-Cristian Buruiană,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1116,
451,stiva,ONI 2008,Prof. Emanuela Cerchez,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=850,
452,cod4,OMI Iaşi 2005,Prof. Silvia Grecu,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=754,
453,joc18,ONI 2011,Prof. Silviu Candale,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1300,
454,codif,Lot AB 2010,Prof. Doru Popescu Anastasiu,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1142,
455,compress,.campion 2005,Prof. Emanuela Cerchez,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=392,
456,zidar,ONI 2007,Adrian Vladu,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=595,
457,sea2,Lot HD 2004,Radu Berinde,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=905,
458,perle,OJI 2004,Marius Andrei,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=895,
459,drept1,Lot PH 2006,Dan Ionut Fechete,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=811,
460,pitag,.campion 2010,Prof. Dana Lica,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1163,
461,coduri,ONI 2004,Prof. Doru Popescu Anastasiu,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=943,
462,maraton,.campion 2004,Prof. Dana Lica,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=493,
463,colorare,.campion 2009,Prof. Emanuela Cerchez,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1085,
464,simetric1,ONI 2010,Stud. Filip-Cristian Buruiană,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1109,
465,drept,Finala .campion 2008,Prof. Dana Lica,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=260,
466,cifru2,OJI 2006,Prof. Stelian Ciurea,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=818,
467,arb,Lot IS 2008,Adrian Diaconu,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=576,
468,subm,.campion 2010,Prof. Dan Pracsiu,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1208,
469,magic3,.campion 2007,Prof. Alin Burţa,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=219,
470,turism,LOT SV 2007,Mircea Paşoi,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=628,
471,fractie1,ONIG 2010,Prof. Zoltan Szabo,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1037,
472,limbaj,ONI 2006,Prof. Ovidiu Domşa,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=766,
473,sub,Lot NT 2008,Tiberiu Dăneţ,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=423,
474,br,ONI 2009,Cristian Strat,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=209,
475,macheta,ONI 2011,Prof. Lucia Miron,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1262,
476,cub1,.campion 2005,Prof. Alin Burţa,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=451,
477,grad1,OJI 2011,Prof. Doru Popescu Anastasiu,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1244,
478,sir7,ONI 2004,Prof. George Vlad,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=940,
479,radare,ONI 2011,Andrei Pârvu,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1280,
480,palindrom,ONI 2004,Prof. Daniel Popa,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=996,
481,tabara,Lot IS 2008,Prof. Constantin Gălăţan,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=549,
482,seceta,ONI 2005,Prof. Ovidiu Domşa,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=654,
483,sumb,.campion 2010,Prof. Emanuela Cerchez,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1188,
484,kmax,ONI 2010,Cosmin Gheorghe,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1098,
485,stalpi1,ONI 2010,Prof. Constantin Gălăţan,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1100,
486,expo,Finala .campion 2010,Prof. Sergiu Corlat,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1120,
487,war,.campion 2010,Prof. Zoltan Szabo,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1186,
488,calorii,OMI Iaşi 2010,Prof. Marinel Şerban,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1062,
489,depou,.campion 2005,Prof. Marinel Şerban,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=384,
490,numere2,.campion 2007,Prof. Sorin Tudor,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=229,
491,poteci,ONI 2011,Prof. Marius Nicoli,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1299,
492,radio1,Lot AB 2010,Paul Băltescu,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1153,
493,numere5,Şansa de a deveni campion 2002,Prof. Nistor-Eugen Moţ,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=730,
494,fibo1,Lot VN 2010,Prof. Zoltan Szabo,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1141,
495,diff,ONI 2010,Cosmin Gheorghe,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1097,
496,vase,OJI 2011,Prof. Ciprian Cheşcă,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1237,
497,sumdif,Finala .campion 2009,Stud. Andrei Grigorean,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=117,
498,terenuri,ONI 2011,Gabriel Biţiş,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1297,
499,235,OJI 2009,Prof. Marius Nicoli,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1053,
500,perm,.campion 2006,Mircea Paşoi,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=286,
501,bombo,ONI 2006,Mugurel Ionuţ Andreica,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=761,
502,kdtree,Lot VN 2010,Cosmin Gheorghe,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1137,
503,trapez,Lot SB 2005,,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=875,
504,turnuri,ONI 2004,Radu Andrei Ştefan,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=933,
505,zapada,.campion 2007,Prof. Sergiu Corlat,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=243,
506,arbfind,Lot PH 2006,Emilian Miron,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=808,
507,telecomanda,ONI 2001,Prof. Emanuela Cerchez,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1211,
508,asfalt1,LOT SB 2011,Mugurel Ionuţ Andreica,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1338,
509,benzina2,FII Competition 2011,Dan Dragomir,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1322,
510,bubblesort,Lot AB 2010,Stud. Andrei Grigorean,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1150,
511,center,Lot IS 2008,Mugurel Ionuţ Andreica,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=543,
512,herbert,.campion 2005,Iolanda Popa,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=466,
513,masina,Finala .campion 2006,Iolanda Popa,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=478,
514,permutare,Lot VN 2010,Stud.  Marius Ioan Drăguş,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1139,
515,poli,Lot HD 2004,Prof. Emanuela Cerchez,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=903,
516,testament,LOT SB 2011,Prof. Doru Popescu Anastasiu,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1336,
517,monoton,Finala .campion 2011,Prof. Emanuela Cerchez,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1302,
518,ai,OJI 2011,Prof. Stelian Ciurea,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1236,
519,multiplu1,LOTJ CJ 2009,Prof. Victor Manz,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1049,
520,mosia,OJI 2004,Prof. Rodica Pintea,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=894,
521,numar4,OMI Iaşi 2011,Prof. Cornelia Ivaşc,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1199,
522,kfactor,Finala .campion 2007,Prof. Emanuela Cerchez,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=350,
523,k1,LOTJ CJ 2009,Prof. Victor Manz,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1048,
524,munte,Lot IS 2008,Prof. Zoltan Szabo,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=551,
525,cavaleri,.campion 2010,Prof. Ilie Vieru,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1189,
526,lsort,ONI 2005,Mugurel Ionuţ Andreica,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=718,
527,sant1,ONI 2006,Prof. Marinel Şerban,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=770,
528,radio,.campion 2005,Prof. Emanuela Cerchez,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=366,
529,zmeu,.campion 2005,Prof. Nistor-Eugen Moţ,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=375,
530,perechi,.campion 2007,Prof. Marinel Şerban,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=154,
531,cuiburi,ONI 2010,Marius Dumitran,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1117,
532,patrate4,LOT SV 2007,Prof. Stelian Ciurea,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=625,
533,bal,.campion 2009,Prof. Dana Lica,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=963,
534,bacan,.campion 2006,Prof. Marinel Şerban,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=331,
535,dist1,ONI 2008,Stud. Andrei Grigorean,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=849,
536,teroristi,ONI 2010,Stud. Andrei Grigorean,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1119,
537,factk,.campion 2004,Prof. Sergiu Corlat,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=484,
538,tabara1,.campion 2003,Marius Andrei,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=575,
539,expozitie,OJI 2010,Prof. Lucia Miron,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1080,
540,trmv,.campion 2009,stud. Vlad Duta,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1075,
541,plaja,ONI 2010,Prof. Cristina Sichim,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1112,
542,sg1,ONI 2006,Prof. Rodica Pintea,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=764,
543,puncte3,ONI 2004,Prof. Nistor-Eugen Moţ,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=925,
544,matricea,ONI 2007,Mircea Paşoi,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=593,
545,desen1,Lot IS 2008,Prof. Marinel Şerban,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=550,
546,hawaii,Lot AB 2010,Cosmin Negruşeri,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1152,
547,prime1,Şansa de a deveni campion 2002,Prof. Doru Popescu Anastasiu,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=710,
548,rv,.campion 2008,Prof. Emanuela Cerchez,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=100,
549,politics,.campion 2005,Prof. Emanuela Cerchez,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=396,
550,xy,ONI 2011,Prof. Cristina Sichim,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1291,
551,masina2,Şansa de a deveni campion 2002,Prof. Emanuela Cerchez,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=667,
552,toys,.campion 2006,Adrian Diaconu,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=348,
553,cover,ONI 2007,Adrian Vladu,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=617,
554,dist,ONI 2007,Prof. Emanuela Cerchez,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=621,
555,perspic,ONI 2009,Adrian Diaconu,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=254,
556,cub3,ONI 2002,Prof. Dan Grigoriu,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=951,
557,festival,.campion 2006,Radu Boriga,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=313,
558,anticip,ONI 2005,Marius Andrei,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=737,
559,avioane,Finala .campion 2011,Prof. Marius Nicoli,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1303,
560,casute,Lot AB 2007,Mircea Paşoi,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=631,
561,joker,.campion 2009,Prof. Emanuela Cerchez,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1007,
562,fotbal1,ONI 2011,Tiberiu Savin,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1278,
563,soricel3,Şansa de a deveni campion 2002,Prof. Nistor-Eugen Moţ,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=689,
564,pipe,Lot IS 2008,Prof. Dana Lica,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=552,
565,grupuri,ONI 2001,Prof. Emanuela Cerchez,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1212,
566,cod,.campion 2007,Prof. Marinel Şerban,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=163,
567,exponent,OMI Iaşi 2004,Prof. Cornelia Ivaşc,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=865,
568,fisc,.campion 2005,Prof. Rodica Pintea,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=372,
569,pixy,LOT SB 2011,Prof. Carmen Popescu,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1319,
570,dezbateri,.campion 2008,Prof. Emanuela Cerchez,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=82,
571,furtuna,.campion 2007,Prof. Constantin Gălăţan,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=232,
572,ratina,ONI 2006,Dan Ionut Fechete,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=745,
573,excursie1,Şansa de a deveni campion 2002,Prof. Marinel Şerban,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=670,
574,tetris2,Lot NT 2008,Dan Ionut Fechete,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=424,
575,rebus,.campion 2008,Prof. Dan Pracsiu,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=57,
576,segmente,ONI 2011,Prof. Dan Pracsiu,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1266,
577,banda,ONI 2008,Prof. Zoltan Szabo,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=851,
578,tcast,ONI 2008,Mugurel Ionuţ Andreica,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=847,
579,operatii,LOTJ CJ 2009,Prof. Doru Popescu Anastasiu,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1054,
580,livada,Finala .campion 2008,Prof. Constantin Gălăţan,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=259,
581,compus,.campion 2008,Prof. Dana Lica,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=101,
582,roci,OMI Iaşi 2009,Prof. Simona Ingrid Iuscinschi,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=140,
583,scara1,OJI 2005,Prof. Emanuela Cerchez,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=798,
584,vot,.campion 2009,Prof. Dan Pracsiu,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=970,
585,opmat,.campion 2008,Prof. Marinel Şerban,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=94,
586,aedaro,.campion 2004,Prof. Emanuela Cerchez,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=518,
587,hexa,CEOI 1997,,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=711,
588,carray,Lot AB 2010,Mugurel Ionuţ Andreica,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1151,
589,joc15,OJI 2010,Prof. Constantin Gălăţan,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1079,
590,fib,.campion 2008,Prof. Sergiu Corlat,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=74,
591,sport,Lot IS 2008,Prof. Constantin Gălăţan,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=554,
592,stea,.campion 2005,Prof. Marinel Şerban,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=449,
593,felinar,ONI 2007,Tiberiu Lucian Florea,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=597,
594,left,Lot AB 2010,Prof. Marius Nicoli,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1147,
595,tetris,ONI 2009,Prof. Cristina Sichim,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=173,
596,asociativ,.campion 2009,Prof. Marinel Şerban,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1019,
597,laser,.campion 2006,Radu Boriga,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=339,
598,ny,.campion 2010,Prof. Emanuela Cerchez,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1171,
599,trans,ONI 2004,Mugurel Ionuţ Andreica,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=936,
600,numere8,OJI 2007,Prof. Ilie Vieru,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=842,
601,gramezi1,Şansa de a deveni campion 2002,Prof. Nistor-Eugen Moţ,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=725,
602,cub2,ONI 2006,Prof. Alin Burţa,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=762,
603,smith,.campion 2009,Prof. Marinel Şerban,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=967,
604,iepuras,ONI 2008,Prof. Carmen Popescu,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=193,
605,puncte2,Şansa de a deveni campion 2002,Prof. Doru Popescu Anastasiu,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=726,
606,bomboane,.campion 2004,Prof. Dana Lica,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=506,
607,camion1,Lot AB 2006,Prof. Stelian Ciurea,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=806,
608,dag,Finala .campion 2011,Stud. Vlad Tudose,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1306,
609,tir,ONI 2009,Prof. Doru Popescu Anastasiu,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=269,
610,kdist,.campion 2010,Stud. Mircea Dima,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1159,
611,sqr,.campion 2005,Prof. Marinel Şerban,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=432,
612,retea,.campion 2008,Stud. Adrian Airinei,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=109,
613,csir,ONI 2005,Mugurel Ionuţ Andreica,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=717,
614,vocale,.campion 2006,Prof. Doru Popescu Anastasiu,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=326,
615,livada1,OJI 2010,Radu Boriga,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1083,
616,friends2,.campion 2006,Prof. Constantin Gălăţan,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=346,
617,lac,.campion 2008,Stud. Filip-Cristian Buruiană,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=86,
618,zoo,Şansa de a deveni campion 2002,Mugurel Ionuţ Andreica,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=738,
619,gaz,ONI 2010,Student Marius Stroe,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1103,
620,aztec,Finala .campion 2008,Prof. Emanuela Cerchez,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=265,
621,nr2,Finala .campion 2007,Mircea Paşoi,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=359,
622,lego,.campion 2009,Prof. Emanuela Cerchez,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1020,
623,aritm,.campion 2010,Prof. Zoltan Szabo,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1205,
624,sir2,Finala .campion 2008,Prof. Emanuela Cerchez,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=258,
625,rege,Lot VN 2010,Prof. Zoltan Szabo,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1128,
626,ruleta2,OJI 2009,Prof. Cristina Sichim,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=149,
627,dreptc,OJI 2007,Prof. Dana Lica,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=840,
628,joc11,ONI 2005,Prof. Emanuela Cerchez,2,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=681,
629,matrx,Festival Neamt 2009,Vlad Manea,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1030,
630,v2d,ONI 2010,Mugurel Ionuţ Andreica,3,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1115,
631,pesti,ONI 2010,Prof. Cristina Sichim,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1111,
632,ape,ONI 2011,Prof. Ionel-Vasile Piţ-Rada,1,2,http://campion.edu.ro/arhiva/index.php?page=problem&action=view&id=1270,
